,true_category,predicted_categorys
41668,9,4
92992,1,4
24738,4,4
26892,4,4
71056,9,9
23465,4,4
62427,4,4
40922,4,25
98127,27,4
99349,11,11
16203,20,20
58197,1,1
87810,0,9
45586,7,1
46079,26,2
29826,1,1
94771,24,24
11044,0,5
21794,9,9
108501,19,3
55879,26,26
49197,4,4
98562,30,3
73733,1,1
80368,9,9
33524,4,4
34901,22,22
102167,10,13
78003,14,4
84037,1,1
516,4,4
56402,1,1
11001,2,26
96880,1,1
116238,23,4
88486,25,25
106412,22,22
95357,4,4
116568,1,1
35893,4,4
43283,1,1
31702,21,4
109445,30,9
49428,8,15
34273,0,4
30076,8,8
9303,4,4
16828,22,22
122019,12,27
123431,4,11
54244,10,10
115487,9,9
20562,4,9
6084,18,4
116998,11,11
51666,27,8
77343,14,11
313,0,26
27656,16,4
120870,1,1
32530,7,20
40247,1,1
123953,11,4
117308,12,9
108230,25,25
81878,1,4
30594,1,1
63421,4,4
99488,23,13
109623,15,15
86051,17,4
111144,8,1
94919,29,7
52174,1,27
122112,23,20
73382,1,1
61493,4,0
55454,17,25
67748,4,4
38680,9,4
92672,12,15
79039,3,28
81240,0,0
57064,11,4
74068,6,0
89773,9,9
19783,4,4
91452,4,4
85341,1,1
22473,4,4
96194,25,25
47695,4,4
93549,12,3
70596,1,1
2814,13,4
87423,6,15
2297,8,8
31962,26,26
117588,1,4
29435,26,0
11550,7,7
90308,29,7
101377,18,3
24197,9,9
115465,12,11
44154,1,1
14485,4,24
74617,26,26
66954,11,24
32510,7,11
49415,13,4
63602,24,24
38768,1,1
74422,6,1
12035,4,4
21977,1,1
17376,15,15
9439,4,4
116403,25,25
91015,29,4
121106,1,1
24882,2,4
28431,26,26
36608,4,4
79224,4,4
22729,4,25
100758,6,6
26153,13,4
104021,3,20
4282,2,4
94030,1,7
103292,7,25
75862,19,26
114629,28,3
57157,1,1
50804,7,7
29620,4,4
64780,1,20
77935,17,30
86171,1,1
60023,26,26
27459,15,25
10899,1,4
6105,1,1
62697,4,4
62242,22,22
24013,25,4
84440,4,4
28104,4,4
124105,11,11
4126,1,1
50991,15,15
45862,4,4
93785,11,11
63071,11,25
64738,4,4
97704,1,1
27899,4,4
103084,12,12
63635,9,9
48571,25,24
16227,2,4
30890,1,25
66405,6,4
10981,25,14
54247,11,11
39394,4,4
702,1,1
123422,25,5
37604,4,5
79368,19,7
64381,4,9
91173,11,11
53584,4,4
49669,1,1
59188,19,3
49789,12,10
70420,4,4
109804,30,9
66574,4,4
29537,4,1
109018,12,12
69630,4,4
11570,4,4
27717,6,0
59666,4,4
35356,4,4
79225,7,4
39703,29,11
11132,4,4
105809,4,6
59468,5,13
97645,28,4
109927,1,13
42562,26,4
55074,11,3
35181,1,10
24362,4,26
76692,7,1
56956,4,4
42841,4,4
110849,25,13
94076,28,26
74876,6,9
97029,16,1
70999,24,24
65981,26,26
15879,17,4
70413,23,23
75105,1,1
82997,10,10
7209,8,1
42430,1,1
44455,22,20
24585,1,1
122377,6,1
83477,26,4
48079,4,4
42883,16,3
54484,5,10
618,2,28
14335,1,1
85004,10,1
15865,4,4
66593,26,26
40432,4,4
59266,22,25
100506,22,7
51555,7,16
58437,4,4
8085,9,1
87109,1,1
42609,7,11
24177,20,25
117216,1,7
14320,20,20
87032,25,25
28438,4,27
19764,15,4
69348,4,4
50320,5,8
75075,6,4
12556,1,1
63858,25,25
84032,15,15
47534,4,4
113409,23,4
32186,24,24
106961,3,7
79205,8,4
60219,4,4
66853,26,3
1189,4,4
30546,23,23
104661,3,25
104780,7,13
33781,9,4
43067,8,1
23540,1,1
28019,4,4
77008,4,4
81250,6,6
61647,25,3
51865,24,20
3699,9,9
122228,4,4
4699,12,11
7738,6,4
119349,0,14
16233,2,4
122435,25,25
52976,11,4
114668,29,20
10338,18,4
6790,11,4
20235,17,4
4399,4,1
119734,9,1
19754,1,1
92955,18,7
114933,25,11
68871,1,1
41346,26,3
730,8,8
56428,4,4
67318,4,4
19117,4,4
62209,1,7
69608,7,7
48015,11,25
4831,1,6
41061,26,26
78726,3,25
15392,2,26
23716,7,1
70484,4,4
88004,8,4
73333,25,3
43036,8,1
101893,11,11
20194,2,28
41241,4,4
57972,4,4
84535,10,10
265,4,4
5169,4,4
24103,25,25
70041,20,20
11387,14,11
14881,9,9
52554,4,4
34080,26,4
33269,6,4
14667,2,26
26587,3,6
17308,4,4
112811,10,10
33820,4,4
74244,23,4
124736,11,11
119398,30,9
7307,8,1
116389,7,9
27976,1,1
31991,4,6
63950,6,6
474,4,4
119155,4,11
102723,20,20
122354,4,4
118539,3,25
41233,8,8
98200,20,25
89227,8,1
36934,4,4
76297,13,13
59378,6,4
91335,11,4
25514,4,4
50531,4,4
97762,6,1
20196,2,4
5998,11,4
52417,4,4
76419,6,1
72527,5,13
95374,20,20
110652,12,11
62772,20,7
106169,4,4
106066,11,4
80806,13,4
4709,4,28
19071,4,6
20824,21,9
29946,4,4
35419,20,20
72800,10,10
118019,30,20
24436,20,20
96057,20,1
39948,14,11
70197,9,9
31402,26,23
65970,4,25
18612,4,4
120754,4,4
116832,20,25
65273,4,4
113422,28,4
83243,21,10
64719,4,4
111180,15,15
46085,0,0
90795,9,9
51725,4,4
79067,4,4
8285,4,4
295,1,1
100432,15,20
53231,4,4
80495,4,4
31677,20,20
71053,1,1
56205,1,1
88618,15,15
74061,1,1
80473,13,4
32466,4,4
99050,28,28
61329,25,25
114977,4,4
76331,18,4
85532,14,25
108150,7,20
12597,2,26
42574,4,4
81714,4,11
110486,18,23
2299,4,4
25366,11,11
33821,18,1
68534,8,1
67124,3,30
115790,12,1
117824,20,5
92439,29,1
57850,1,1
63284,4,4
91017,3,20
60869,17,1
4938,4,4
100419,28,4
52339,4,4
77815,4,4
33544,9,9
22478,1,1
78226,17,4
72645,1,1
58278,11,25
117004,12,12
21175,24,0
108813,3,9
108664,11,11
39576,7,4
55442,3,3
16678,1,1
27439,6,6
2877,8,8
100051,28,25
72477,24,24
41055,8,8
35309,6,25
32489,4,4
95814,16,8
23367,11,11
123685,12,7
28098,4,4
49182,4,4
38579,7,7
89172,28,26
35289,4,4
80661,1,1
4082,12,26
98105,23,3
2186,4,4
32619,1,1
76244,4,4
19591,20,1
35312,4,4
13548,24,24
96533,15,4
102628,20,25
37178,13,13
32667,4,4
122111,28,28
41618,4,13
13953,20,5
32071,4,4
61823,4,4
89802,1,5
28254,8,8
31486,6,7
85758,1,1
124391,3,7
14649,1,1
102418,15,15
74372,1,1
63714,5,24
38954,4,4
41789,4,4
25305,1,4
116927,7,8
123713,9,26
107716,18,23
77998,4,25
70903,22,22
107839,1,1
14545,15,4
103225,28,4
16460,25,20
85932,15,15
108019,18,3
43367,4,4
29043,10,10
12067,4,4
87658,4,3
48468,24,24
119069,10,10
97721,28,3
96745,15,4
114366,20,20
73792,21,1
56726,4,4
84017,4,28
115352,29,7
83877,5,0
36663,10,1
11979,4,4
56604,3,4
22389,10,1
72523,21,15
20573,24,24
57129,4,4
36259,4,4
89469,9,9
88581,1,4
30187,20,4
107207,28,4
60987,4,4
38476,13,1
107428,24,24
90317,28,26
1213,4,4
57664,1,1
24382,4,4
104877,8,25
112420,4,4
63899,0,0
121012,29,25
30479,4,4
37592,0,0
48111,26,26
88490,30,25
109929,4,1
47290,1,1
15274,4,9
66665,12,10
118179,25,25
29549,11,11
5119,1,30
74245,14,25
102888,1,9
116988,28,4
28136,8,1
60770,1,1
116065,25,25
103617,1,1
114340,19,29
103350,25,25
114382,3,3
32929,4,7
119480,16,7
58004,10,13
107816,7,7
113610,8,9
64299,1,1
55115,1,1
18641,4,4
58196,4,4
82777,26,23
7930,1,1
69731,1,1
123891,0,0
77549,4,4
39436,8,1
91526,22,4
87373,25,25
5309,1,1
81868,13,13
2522,13,13
3015,4,1
58020,15,15
112281,5,9
28676,6,1
123385,4,4
62192,6,4
47103,27,5
111807,11,17
9932,8,4
36789,4,4
95577,20,20
97226,27,13
49448,26,26
79835,4,4
69974,10,1
77367,14,11
39838,26,4
59245,4,4
26541,5,5
40116,4,4
87480,7,25
112721,15,4
55128,26,26
44972,14,25
124545,24,24
89887,18,3
47885,6,3
45030,9,9
52759,26,4
39578,12,15
107337,4,4
12110,1,1
26664,26,4
24266,9,9
73004,4,4
7862,1,1
75098,27,3
67079,4,4
43208,4,4
118265,15,15
61830,4,4
110662,25,25
5903,4,8
53795,9,9
119835,4,4
14762,7,8
31306,26,4
86330,12,29
85534,4,4
116118,30,8
91758,15,15
81607,3,9
65193,20,20
70838,16,16
45338,21,4
116261,25,25
11747,13,13
104760,0,6
95870,20,20
55824,22,22
2868,6,4
113495,1,1
87740,9,20
110292,13,13
38847,8,8
40688,6,6
79016,10,10
56217,4,4
80761,4,4
117576,10,10
88181,17,7
83709,0,0
28616,4,4
75722,13,4
43170,20,8
85698,21,11
100004,5,4
121064,29,20
11504,1,1
19530,4,4
101325,22,3
53960,0,4
103776,10,10
26494,4,4
5928,4,4
50297,22,1
44270,4,26
17183,1,1
43279,5,24
98088,29,22
56465,24,11
119473,4,4
24092,11,20
88337,11,4
79438,14,25
83263,9,1
12395,4,4
20749,23,7
91523,30,25
98951,1,7
83334,0,0
60933,4,4
91383,1,1
120294,9,3
46331,4,4
45453,4,4
29242,7,7
124127,7,7
73116,0,0
95166,28,26
22886,4,4
58732,0,25
103703,29,7
103849,15,25
74914,1,1
93303,1,1
118245,28,26
6468,5,10
14984,22,22
18500,15,15
27781,4,4
67618,4,4
76568,1,1
71999,1,1
46869,5,24
37838,8,4
124763,13,5
40201,0,6
28486,4,4
50132,26,4
105253,25,1
88189,15,7
66928,6,1
57343,1,1
71239,4,4
7854,12,25
73650,26,4
19707,2,4
101809,8,1
113266,19,3
36260,4,4
115094,23,4
49443,5,28
57112,19,6
84497,4,4
24018,7,4
89482,19,29
98441,30,1
117458,23,25
57644,4,4
54798,16,16
65989,5,0
107884,8,4
111486,28,9
89231,9,9
40783,1,1
73835,14,24
64055,25,25
98128,9,7
41651,11,27
95631,1,1
33985,26,4
123148,12,25
12577,1,1
69680,4,4
80296,1,1
98903,28,28
121535,24,7
77329,4,4
73871,1,1
10169,3,20
49710,4,4
64968,22,22
78490,0,4
33753,26,26
121859,25,25
79873,19,30
38615,9,9
28601,25,25
74734,26,3
11069,4,4
68564,1,1
36554,9,9
69075,10,1
107076,25,25
35254,11,11
89009,1,9
29701,4,4
12766,24,20
115925,6,12
17859,1,4
46441,21,1
112446,7,7
60257,4,4
32877,1,1
58091,9,9
103129,1,0
50329,12,24
18115,4,4
53672,26,26
59752,27,1
33604,9,9
16657,4,4
106613,25,25
120045,0,0
78599,1,1
4422,2,26
31867,26,28
37155,4,4
54185,1,1
116708,4,15
6010,8,8
79238,4,4
57363,1,20
21413,4,4
7284,4,13
72196,28,4
24602,25,25
100984,23,3
50999,6,1
110499,15,15
113465,20,7
104410,25,25
98084,13,13
27687,3,4
86945,27,10
79972,1,1
42743,4,4
86244,9,11
50399,12,4
122055,25,25
38782,25,1
109284,9,9
83936,25,25
102414,11,11
94236,30,30
58345,1,1
80627,0,26
94916,12,12
18248,4,4
79289,4,4
101472,12,12
11645,4,4
48168,1,1
46196,4,13
60743,14,11
59920,4,4
14479,4,4
86929,1,1
106303,4,4
6567,1,1
37517,9,1
5130,9,9
8730,22,22
111605,20,25
100707,10,13
50938,7,10
110309,12,11
57182,11,0
95087,1,1
87679,28,26
48434,26,3
60319,4,4
93512,25,25
56208,6,25
81715,8,5
40470,4,4
20302,4,6
19287,20,20
102794,1,1
116295,3,3
109618,4,4
8608,2,26
84210,14,20
1047,9,9
51462,4,4
76723,4,4
13373,0,0
13961,7,25
61312,4,4
20627,4,4
98955,15,4
41130,4,4
56282,0,17
72705,25,25
57478,4,4
35633,8,6
50566,4,4
68328,5,0
104844,28,4
30555,7,15
40490,23,4
86877,28,1
107848,1,1
118622,10,10
100202,9,23
38048,4,4
95931,25,25
13363,4,4
46200,4,4
82812,13,20
7635,2,15
85625,27,1
78057,1,1
53455,25,4
48038,6,6
85901,15,15
114891,29,4
27876,20,20
74077,26,4
109912,11,11
32560,8,4
35199,26,15
953,6,9
53635,25,11
17377,6,9
123550,23,25
16947,4,4
10873,4,4
95935,11,11
49397,27,14
73521,10,10
107304,20,20
118664,30,10
43414,20,20
59649,4,1
50645,3,6
116871,12,11
53736,4,9
12621,20,1
108461,0,6
110273,4,4
86617,15,15
51562,17,1
35615,4,15
12526,4,4
75255,1,4
105034,4,4
97093,1,1
119466,15,15
26193,25,25
33019,25,25
13933,4,4
94846,1,1
91928,3,3
106926,20,20
115617,20,20
87138,4,4
94976,16,7
86510,24,24
73456,4,4
98325,12,1
5095,1,1
108561,11,11
107961,4,4
110167,27,24
84687,4,4
30310,8,1
101011,28,3
124219,3,3
23637,2,26
15464,4,4
59392,4,9
61107,7,7
32685,5,25
4680,4,4
72803,8,4
109320,30,20
9239,25,25
15724,2,4
47203,8,4
64053,25,25
58516,4,25
84243,4,4
92893,7,7
63563,9,9
99353,25,1
83655,5,1
99906,8,8
96695,23,11
104274,25,25
113062,4,6
96237,28,26
115862,23,23
16234,2,2
86434,30,10
27053,4,6
58439,7,7
112264,1,1
31015,4,4
103006,1,1
57224,9,20
17295,9,9
26087,8,8
104082,0,0
32100,25,25
79080,4,26
83390,4,13
90206,4,5
80444,17,4
76887,13,10
109812,5,5
116791,18,3
106143,7,20
78129,10,10
58895,22,1
43695,20,1
53141,1,1
115443,24,24
117187,18,3
53215,27,4
52346,4,1
81114,4,4
118364,0,4
57597,3,28
111513,25,25
80189,14,11
35473,26,4
72898,11,11
115060,4,4
78516,4,4
111801,23,11
21262,4,9
50792,10,10
39193,10,10
45737,4,4
20333,9,9
14598,1,1
59942,12,19
56945,25,23
97335,23,4
60764,4,4
87206,1,1
85274,9,9
35336,9,25
10697,24,24
104709,13,13
5007,10,10
8965,5,4
25554,4,3
42698,4,4
99631,19,4
38142,4,4
99289,11,7
69973,7,7
54355,24,24
72426,4,4
90943,24,24
46997,21,4
31529,24,24
49618,4,4
32906,4,4
33389,9,9
87573,0,5
64470,1,1
113698,30,1
95471,18,29
72028,13,13
62161,26,4
122179,4,7
65803,4,4
113712,12,12
61498,21,1
111835,11,11
43865,10,10
12153,4,7
120205,22,1
31044,4,4
70645,26,26
113245,5,10
48885,19,3
32303,26,26
46279,1,1
102586,16,4
21501,4,4
67402,4,4
24429,14,5
15725,2,2
118107,17,10
104912,9,9
27028,20,20
62039,1,1
22637,25,25
116356,10,10
124680,25,7
9988,1,1
82556,7,22
87952,15,1
91366,25,7
112210,28,4
71943,4,4
41052,16,4
41780,6,4
6009,9,0
64937,6,1
46756,1,1
105406,0,0
9377,9,9
48243,1,1
796,4,4
24573,2,26
69816,14,14
118296,4,11
35514,8,8
4729,1,1
36221,26,26
111028,24,24
81476,0,0
76605,21,1
57444,11,11
15576,7,6
19064,4,4
102074,5,0
103053,15,15
110311,30,9
79690,4,4
20503,20,20
113256,25,25
54164,4,4
85664,1,1
4931,6,6
19083,15,15
53347,12,7
39985,9,4
43658,4,4
57502,1,1
111697,4,4
13130,4,4
75853,1,30
18520,6,4
87758,1,1
91365,7,25
12276,8,8
17980,23,4
51023,22,22
17895,9,30
108849,1,1
97761,24,24
83467,15,4
88722,18,13
9922,4,4
4636,4,2
4513,1,1
36318,26,26
108607,1,12
84998,13,13
37120,25,1
33736,1,1
38223,21,1
110490,11,25
92942,25,25
50221,1,1
103622,6,5
92128,0,4
5111,1,1
91171,7,22
112548,15,4
21599,13,1
78835,14,0
36682,4,4
99828,4,4
48054,4,3
103847,11,3
121911,4,4
26908,1,1
112916,25,4
100030,4,28
9962,7,4
99601,7,4
110549,7,9
28827,25,0
117205,1,1
44881,1,1
19869,1,1
78531,1,1
36933,4,4
108951,12,25
51526,4,4
112343,25,25
124946,4,4
89561,8,25
27543,4,4
43754,8,8
38330,0,4
20158,25,25
59302,26,9
109668,9,9
94393,10,10
96206,28,4
98310,11,4
7007,11,11
26569,4,26
34236,4,4
57421,26,2
50815,15,4
123873,0,4
32773,4,1
92762,23,16
109281,11,11
96252,4,4
93463,20,0
14300,6,4
53870,26,2
120602,20,25
25142,18,3
68062,16,4
123220,1,4
50743,4,4
19406,23,4
96043,15,7
2788,4,4
81482,8,4
85301,4,4
21504,4,4
52873,1,4
118956,9,9
47822,26,26
14778,1,1
105887,25,25
17906,4,4
105278,28,4
83503,28,26
1003,13,13
29064,1,1
43985,25,24
40419,4,4
93761,30,30
82125,4,4
88433,28,4
37374,4,4
98912,20,1
60170,4,4
8371,22,1
36078,24,24
40246,4,4
90775,0,4
62431,4,0
98788,1,1
90402,25,9
17976,23,4
98569,18,25
87913,4,26
69221,25,25
10571,4,4
119841,1,1
118384,10,4
1675,1,7
59639,10,8
45464,9,4
61809,13,4
36073,9,4
46613,4,4
107352,25,25
5087,10,4
84129,10,10
5270,6,6
8864,4,4
37688,22,1
71594,1,1
41982,8,1
10980,4,23
37859,4,26
43126,4,4
57309,4,4
12925,13,4
82707,1,1
82077,4,4
113790,20,20
110583,11,24
85651,10,10
102611,11,25
82796,29,24
115627,23,4
72897,8,25
6882,4,4
92398,22,9
34974,4,4
57347,4,13
47302,1,4
11668,6,15
65734,4,4
2125,9,9
62179,4,4
90711,30,1
75702,4,8
25303,2,26
65147,6,6
86108,24,4
98776,19,25
60248,4,5
108310,1,6
111227,27,9
15884,7,7
24187,9,9
85741,10,10
1022,4,4
59343,27,0
91673,24,24
123179,1,1
88190,6,20
113570,23,5
18498,4,4
250,4,4
11047,4,4
79280,7,7
114147,23,23
37955,7,7
68762,5,9
87302,4,4
30913,20,1
95223,25,15
74156,14,11
23904,4,4
4559,1,1
3848,7,7
38213,1,7
36974,25,25
89264,4,4
28043,1,1
18278,12,10
108827,10,10
22541,4,4
91278,11,25
13069,11,4
85105,22,9
116482,28,28
60026,5,25
20295,4,4
117222,23,10
45165,6,6
110455,22,22
4779,4,1
3149,4,4
3619,4,4
4419,1,1
80579,13,20
3,1,1
83660,4,4
86515,11,11
28089,25,25
96152,4,4
36856,10,10
27069,6,1
26072,25,20
107305,15,9
121138,25,25
76995,4,4
89166,9,1
119103,9,23
106276,7,4
57456,12,4
24327,25,25
87622,12,24
124904,0,0
75488,4,4
65959,4,4
41079,4,4
92966,23,4
6753,2,4
70208,1,1
2844,16,7
19402,1,1
109626,25,25
66710,4,4
62186,4,4
47264,4,4
86505,15,4
29138,4,4
3944,1,1
93462,1,4
48740,4,4
31224,1,1
50480,25,25
28116,1,1
81211,4,4
52560,25,3
114374,25,8
116493,10,25
72428,23,4
12488,10,4
110605,29,25
79373,4,4
30536,8,4
7126,4,4
45188,4,4
45756,4,4
44655,4,4
120921,13,4
1978,18,3
41297,10,10
116067,15,9
61689,16,13
122593,27,25
28970,24,24
48227,18,4
8317,9,9
99399,27,3
118222,4,4
62732,4,7
8795,1,1
27647,8,8
119595,1,6
58767,4,4
114839,11,11
72685,25,25
27812,4,13
15242,14,28
62913,11,7
15277,20,27
2924,1,1
62304,11,11
116258,24,1
28971,0,3
98990,30,4
123142,16,7
34168,8,4
43920,1,1
3047,6,6
87839,20,30
71252,6,20
117852,11,14
110322,28,28
86680,11,11
18954,4,3
34745,1,1
26500,4,4
122124,7,7
115236,0,0
80371,1,7
98457,7,24
29135,4,4
34921,26,4
50092,10,1
104930,1,7
71955,4,4
49062,4,4
46630,25,25
93208,28,26
105144,3,7
7760,17,4
77443,9,1
49344,4,4
29247,4,4
60015,1,1
91885,9,9
92771,3,7
64905,20,20
45894,21,1
38205,4,4
103645,25,25
67440,6,1
43710,8,4
69173,3,6
42461,1,25
36013,4,15
90765,16,16
82571,5,25
108376,4,4
524,4,4
37715,1,1
105960,28,30
31190,24,11
59260,4,4
3292,1,8
105691,4,4
15756,6,10
121879,5,4
34190,9,1
72906,14,4
44272,26,26
3674,5,1
109382,7,24
28838,26,4
98222,7,7
108074,11,3
29111,9,6
10551,8,8
91327,6,6
52901,14,30
84592,1,1
104964,12,12
103924,28,28
104103,4,4
60544,1,1
111333,11,11
15257,1,1
44995,15,15
28153,11,11
69691,1,1
68715,10,10
50875,11,1
32582,7,20
51278,1,1
76580,25,25
101707,4,4
99663,4,4
67725,4,4
69342,22,25
39966,23,20
97297,15,27
38456,28,4
24768,2,26
67765,12,24
48496,23,11
84955,13,4
108885,25,9
73722,10,10
72033,4,4
56954,4,4
120365,13,4
37767,1,1
112242,18,1
106467,20,24
53069,4,1
6201,5,9
116968,10,10
97004,11,25
90616,11,11
119842,11,11
13393,1,1
107362,8,1
25330,0,1
72568,4,4
3132,13,13
71141,25,25
44074,1,1
116224,12,12
37810,7,4
5020,4,4
11006,4,4
79073,16,8
86972,29,11
56082,22,1
122955,20,25
118704,17,26
84890,1,22
13726,2,4
95848,25,25
49163,24,11
116071,7,1
119128,12,7
79825,5,9
69200,9,9
35799,4,6
98346,15,15
50777,25,1
118779,20,4
120079,28,20
99829,13,7
66053,11,25
78936,7,1
80697,4,6
70745,12,12
106741,4,4
13709,7,1
37866,4,7
79418,13,1
56380,26,10
124642,23,25
53429,4,4
92530,17,10
3116,4,4
103112,9,1
82826,10,10
28472,26,26
89892,11,11
124104,18,3
64464,4,4
87449,28,11
7278,4,4
50045,4,4
80088,1,4
97692,25,25
18887,12,22
72000,1,24
60651,4,4
48441,27,1
20648,9,9
31333,4,4
30787,9,9
75996,16,25
124380,0,4
100514,23,4
111570,16,4
102415,4,10
112427,25,25
74614,26,26
60230,4,1
23080,23,4
16316,4,4
63395,27,1
28056,1,1
23857,4,4
7895,4,4
7302,5,27
21624,23,4
288,4,4
45011,4,7
33767,4,4
86101,1,1
16232,2,26
33331,6,11
79055,4,7
116570,28,26
88512,11,4
47056,29,25
51456,6,4
110477,25,25
27576,4,4
96149,3,4
112315,28,4
18726,2,4
34375,4,4
15440,9,9
64846,8,8
33802,4,15
56476,27,20
94872,15,15
111458,8,8
96757,23,4
91776,11,4
68986,9,9
28654,4,8
42168,22,22
36506,10,10
119860,20,25
120792,1,1
56226,9,4
40608,4,4
56664,4,4
93046,4,4
37562,4,4
106916,6,7
63536,13,13
106644,1,1
93218,28,4
21006,9,25
37870,4,4
46498,20,20
80341,1,1
90010,9,9
17008,2,26
52014,4,4
74983,5,16
21693,1,10
102190,29,29
51433,4,13
102934,11,4
100538,9,4
8375,4,4
42247,4,4
88317,1,1
55987,14,4
22726,23,4
17247,4,4
70170,1,1
101631,4,4
66949,9,9
70303,1,1
91691,0,4
70552,25,25
62783,6,3
106678,11,4
99792,25,1
27191,20,20
57810,4,4
92730,9,9
108711,4,4
90656,28,4
83215,1,1
93168,7,6
99945,1,1
28816,4,13
40350,20,20
34863,6,6
21089,4,4
118598,22,22
88374,1,1
42390,4,4
4362,1,1
38146,10,10
53924,1,1
943,9,9
93488,20,20
24909,13,13
59190,0,1
55445,26,28
68644,4,4
91605,5,1
6261,1,1
70785,14,7
124832,7,1
124615,3,4
122648,13,13
86228,7,23
102096,9,9
68473,4,4
36093,20,13
38486,1,1
70230,11,4
55577,1,1
102051,24,25
39667,23,4
47353,0,6
38265,1,1
33599,4,4
6662,17,4
77503,11,11
90617,4,4
103697,15,4
101741,28,4
102365,28,4
6392,1,1
40322,4,4
117786,23,1
105998,5,5
94173,12,11
44026,4,4
116991,1,1
60224,7,7
31853,4,3
120138,1,1
36402,4,4
90690,9,9
116399,12,4
34461,1,1
63223,4,10
93707,4,4
71228,4,13
98815,25,11
107888,30,7
65531,4,4
73280,7,20
63875,4,4
28501,14,4
2344,4,4
111123,29,9
35190,9,4
34772,4,4
123370,29,25
7594,1,5
44463,1,1
20084,1,1
73775,11,4
100583,11,11
92233,25,25
73964,4,4
103043,10,10
63961,10,4
12082,20,20
48950,17,4
9423,8,25
88049,15,15
52538,26,4
98777,3,20
110770,15,15
30572,1,1
123474,4,1
36781,1,1
113476,15,9
96632,30,1
756,1,1
114213,4,4
122104,3,12
67205,4,4
86725,6,9
22571,4,4
94630,15,15
111556,10,10
65487,4,4
80099,4,4
107359,25,11
50569,15,7
114343,10,10
36862,9,9
85323,26,26
76378,1,1
106024,15,9
48930,9,22
93118,30,1
88937,9,9
122346,7,7
11895,7,10
43900,4,4
5831,10,10
13852,5,4
72324,11,11
61459,1,1
94497,11,11
14666,2,28
120957,25,25
91342,4,4
92863,25,1
96215,9,9
77251,24,24
69355,4,4
61059,25,25
46658,4,4
62291,1,29
109350,7,3
107676,20,25
28627,4,4
5603,4,4
81916,4,13
61757,13,4
96298,30,7
119159,4,20
35824,4,4
110416,3,11
26420,26,4
91422,29,3
90980,25,3
110474,11,25
97595,4,4
46184,4,4
71593,25,25
66765,4,4
84004,10,10
111834,4,4
37518,4,4
94226,4,4
93508,0,6
95030,4,23
117773,4,4
15923,4,4
10475,18,9
3831,2,4
77645,27,1
30315,13,4
83341,19,3
2603,4,4
117527,25,1
18333,20,20
6757,4,13
54114,4,4
62387,9,15
79881,4,11
49171,9,9
75825,1,1
